prob,gene
209603_at,GATA3
226462_at,STXBP6
227747_at,MPZL3
243483_at,TRPM8
206950_at,SCN9A
238718_at,---
209583_s_at,CD200
205015_s_at,TGFA
209309_at,AZGP1
220051_at,PRSS21
205402_x_at,PRSS2
215506_s_at,DIRAS3
229623_at,---
1555349_a_at,ITGB2
1561969_at,ZPLD1
208146_s_at,CPVL
205532_s_at,CDH6
201787_at,FBLN1
229275_at,IGFN1
216471_x_at,SSX2_///_SSX2B
1554547_at,FAM13C
238778_at,MPP7
1568604_a_at,CADPS
202437_s_at,CYP1B1
232315_at,ZNF880
227282_at,PCDH19
244163_at,SEMA3A
214930_at,SLITRK5
228367_at,ALPK2
228850_s_at,SLIT2
204086_at,PRAME
218729_at,LXN
229088_at,ENPP1
207638_at,TMPRSS15
201430_s_at,DPYSL3
220180_at,CCDC68
227769_at,GPR27
222838_at,SLAMF7
1554508_at,PIK3AP1
211548_s_at,HPGD
226482_s_at,TSTD1
202508_s_at,SNAP25
207052_at,HAVCR1
227059_at,GPC6
212353_at,SULF1
204041_at,MAOB
221916_at,NEFL
203603_s_at,ZEB2
1552701_a_at,CARD16
244503_at,---
228442_at,NFATC2
219545_at,KCTD14_///_NDUFC2-KCTD14
236198_at,---
47550_at,LZTS1
223657_at,FAM167B
232687_at,---
1557094_at,ANXA8_///_LOC100996760_///_LOC101060462
241925_x_at,SLC16A7
224942_at,PAPPA
228082_at,CLMP
204337_at,RGS4
209447_at,SYNE1
201109_s_at,THBS1
213316_at,KIAA1462
219181_at,LIPG
225442_at,DDR2
209156_s_at,COL6A2
211682_x_at,UGT2B28
227812_at,TNFRSF19
1569072_s_at,ABCB5
214234_s_at,CYP3A5
213308_at,SHANK2
202157_s_at,CELF2
202005_at,ST14
213258_at,TFPI
235004_at,RBM24
235276_at,EPSTI1
204774_at,EVI2A
223730_at,GPC6
229649_at,NRXN3
211700_s_at,TRO
227123_at,RAB3B
201617_x_at,CALD1
235027_at,FLJ43489
1554697_at,ADAMTS9
205990_s_at,WNT5A
1555097_a_at,PTGFR
228653_at,SAMD5
219825_at,CYP26B1
227377_at,IGF2BP1
218087_s_at,SORBS1
227276_at,PLXDC2
235643_at,SAMD9L
210587_at,INHBE
243115_at,---
229281_at,NPAS3
227209_at,CNTN1
200952_s_at,CCND2
241224_x_at,DSCR8
205493_s_at,DPYSL4
228772_at,HNMT
209470_s_at,GPM6A
202687_s_at,TNFSF10
1557961_s_at,LOC100127983
204798_at,MYB
205253_at,PBX1
210619_s_at,HYAL1
1552575_a_at,C6orf141
1555929_s_at,---
206953_s_at,LPHN2
206630_at,TYR
208502_s_at,PITX1
219179_at,DACT1
238451_at,MPP7
219855_at,NUDT11
244065_at,LOC643792
238521_at,FGF12
226582_at,LOC400043
233575_s_at,TLE4
227174_at,WDR72
222546_s_at,EPS8L2
209699_x_at,AKR1C2_///_LOC101060798
223632_s_at,---
231842_at,KIAA1462
232541_at,---
239370_at,LOC100505633
206026_s_at,TNFAIP6
217897_at,FXYD6
211889_x_at,CEACAM1
205943_at,TDO2
205541_s_at,GSPT2
230250_at,PTPRB
235182_at,ISM1
228728_at,CPED1
204412_s_at,NEFH
203332_s_at,INPP5D
216442_x_at,FN1
209160_at,AKR1C3
221729_at,COL5A2
226302_at,ATP8B1
229975_at,BMPR1B
206826_at,PMP2
226213_at,ERBB3
222862_s_at,AK5
206114_at,EPHA4
232235_at,DSEL
237939_at,EPHA5
202947_s_at,GYPC
207419_s_at,RAC2
1562102_at,---
220169_at,TMEM156
236038_at,---
213139_at,SNAI2
205531_s_at,GLS2
203397_s_at,GALNT3
225571_at,LIFR
206385_s_at,ANK3
227984_at,LMF1
203184_at,FBN2
212154_at,SDC2
1561757_a_at,LOC283352
204359_at,FLRT2_///_LOC100506718
229400_at,HOXD10
230425_at,EPHB1
228762_at,LFNG
236236_at,WNK3
213122_at,TSPYL5
204259_at,MMP7
204446_s_at,ALOX5
231930_at,ELMOD1_///_LOC643923
212143_s_at,IGFBP3
218454_at,PLBD1
232067_at,FAXC
203914_x_at,HPGD
225242_s_at,CCDC80
204036_at,LPAR1
221870_at,EHD2
232113_at,---
205919_at,HBE1
1559051_s_at,MB21D1
221886_at,DENND2A
212327_at,LIMCH1
230158_at,DPY19L2
213110_s_at,COL4A5
65517_at,AP1M2
203632_s_at,GPRC5B
202627_s_at,SERPINE1
233555_s_at,SULF2
235548_at,APCDD1L
205110_s_at,FGF13
201431_s_at,DPYSL3
214920_at,THSD7A
221911_at,ETV1
227099_s_at,C11orf96
235631_at,DDR2
207085_x_at,CSF2RA
219049_at,CSGALNACT1
222712_s_at,MUC13
221884_at,MECOM
219014_at,PLAC8
1566766_a_at,MACC1
239043_at,ZNF404
206011_at,CASP1
204944_at,PTPRG
228780_at,POU3F3
205403_at,IL1R2
211732_x_at,HNMT
209083_at,CORO1A
231856_at,KIAA1244
226145_s_at,FRAS1
202391_at,BASP1
209550_at,NDN
219684_at,RTP4
243386_at,CASZ1
213385_at,CHN2
213894_at,THSD7A
205137_x_at,USH1C
219682_s_at,TBX3
204627_s_at,ITGB3
222963_s_at,IL1RAPL1
231984_at,MTAP
214769_at,CLCN4
217889_s_at,CYBRD1
213306_at,MPDZ
231098_at,---
206515_at,CYP4F3
216997_x_at,TLE4
222908_at,PIEZO2
206084_at,PTPRR
213905_x_at,BGN
201110_s_at,THBS1
207057_at,SLC16A7
215704_at,FLG
222719_s_at,PDGFC
225667_s_at,FAM84A
205590_at,RASGRP1
211742_s_at,EVI2B
203903_s_at,HEPH
213943_at,TWIST1
227827_at,---
211367_s_at,CASP1
206140_at,LHX2
239579_at,EPHX4
235337_at,SERTAD4
200606_at,DSP
225207_at,PDK4
229759_s_at,VEPH1
1558281_a_at,TMEM184A
213912_at,TBC1D30
209072_at,MBP
235350_at,C4orf19
209676_at,TFPI
222450_at,PMEPA1
218625_at,NRN1
223721_s_at,DNAJC12
239352_at,SLC6A15
203066_at,CHST15
202688_at,TNFSF10
202311_s_at,COL1A1
228716_at,THRB
238066_at,RBP7
220979_s_at,ST6GALNAC5
204625_s_at,ITGB3
227629_at,PRLR
204823_at,NAV3
1557167_at,HCG11
202191_s_at,GAS7
221261_x_at,MAGED4_///_MAGED4B_///_SNORA11D
203717_at,DPP4
227830_at,GABRB3
227544_at,TMEM229B
205380_at,PDZK1
204152_s_at,MFNG
223393_s_at,TSHZ3
209789_at,CORO2B
204973_at,GJB1
212338_at,MYO1D
202177_at,GAS6
205769_at,SLC27A2
231331_at,---
206295_at,IL18
239443_at,PCDHB6
229823_at,RIMS2
241844_x_at,TMEM156
201645_at,TNC
206237_s_at,NRG1
221731_x_at,VCAN
241014_at,FLG-AS1
213172_at,TTC9
244246_at,MIPOL1
226492_at,SEMA6D
232721_at,TRIM55
239148_at,MARVELD3
233562_at,LINC00839
206023_at,NMU
203896_s_at,PLCB4
223557_s_at,TMEFF2
227758_at,RERG
227566_at,LOC100653217_///_NTM
1569878_at,CCNYL2
227449_at,EPHA4
201348_at,GPX3
224724_at,SULF2
227654_at,FAM65C
211165_x_at,EPHB2
232370_at,LOC254057
210140_at,CST7
229150_at,---
205619_s_at,MEOX1
235079_at,ZNF704
236302_at,PPM1E
205569_at,LAMP3
212464_s_at,FN1
205287_s_at,TFAP2C
1568593_a_at,NUDT16P1
203088_at,FBLN5
226303_at,PGM5
226991_at,NFATC2
205816_at,ITGB8
1556410_a_at,KRTAP19-1
211991_s_at,HLA-DPA1
236656_s_at,LOC100288911
229441_at,PRSS23
235417_at,SPOCD1
1552309_a_at,NEXN
244261_at,IFNLR1
238617_at,KIF26B
224710_at,NARR_///_RAB34
204014_at,DUSP4
204971_at,CSTA
1554314_at,C6orf141
214071_at,GNAL
206591_at,RAG1
227911_at,ARHGAP28
213170_at,GPX7
203178_at,GATM
235291_s_at,FLJ32255
239710_at,FIGN
212386_at,TCF4
218918_at,MAN1C1
230251_at,LINC00473
211343_s_at,COL13A1
200648_s_at,GLUL
230135_at,HHIP
221173_at,USH1C
201616_s_at,CALD1
226034_at,DUSP4
209774_x_at,CXCL2
209114_at,TSPAN1
209016_s_at,KRT7
243041_s_at,---
232105_at,BLACAT1
1556037_s_at,HHIP
226435_at,PAPLN
202525_at,PRSS8
231577_s_at,GBP1
209871_s_at,APBA2
226961_at,PRR15
214433_s_at,SELENBP1
218980_at,FHOD3
214321_at,NOV
234472_at,GALNT13
201641_at,BST2
206561_s_at,AKR1B10
226610_at,CENPV
219926_at,POPDC3
214043_at,PTPRD
225566_at,NRP2
206043_s_at,ATP2C2
211573_x_at,TGM2
210495_x_at,FN1
205924_at,RAB3B
209700_x_at,LOC101060353_///_PDE4DIP
205349_at,GNA15
228739_at,CYS1
204529_s_at,TOX
201141_at,GPNMB
203699_s_at,DIO2
1559633_a_at,CHRM3
207493_x_at,SSX2_///_SSX2B
223614_at,MMP16
238447_at,RBMS3
204667_at,FOXA1
218675_at,SLC22A17
224325_at,FZD8
203180_at,ALDH1A3
221601_s_at,FAIM3
206698_at,XK
219225_at,PGBD5
226560_at,---
238205_at,DCAF12L1
216512_s_at,DCT
210261_at,KCNK2
223710_at,CCL26
218995_s_at,EDN1
203979_at,CYP27A1
204984_at,GPC4
203474_at,IQGAP2
204777_s_at,MAL
221760_at,MAN1A1
205278_at,GAD1
230418_s_at,GALNT16
1558501_at,DNM3
202957_at,HCLS1
204105_s_at,NRCAM
233504_at,C9orf84
214606_at,TSPAN2
205696_s_at,GFRA1
212012_at,PXDN
206025_s_at,TNFAIP6
206204_at,GRB14
205534_at,PCDH7
229655_at,FAM19A5
210147_at,ART3
229764_at,LOC101060141_///_TPRG1
205935_at,FOXF1
232271_at,HNF4G
206700_s_at,KDM5D
220615_s_at,FAR2
227182_at,SUSD3
203881_s_at,DMD
231969_at,STOX2
209260_at,SFN
205168_at,DDR2
206631_at,PTGER2
242455_at,POU3F2
205709_s_at,CDS1
236337_at,SYCP2L
202478_at,TRIB2
227929_at,LIN7A
231202_at,ALDH1L2
209318_x_at,PLAGL1
228365_at,CPNE8
218931_at,RAB17
203535_at,S100A9
204642_at,S1PR1
233446_at,ONECUT2
227529_s_at,AKAP12
240555_at,---
212328_at,LIMCH1
236088_at,NTNG1
221127_s_at,DKK3
1569577_x_at,OTTHUMG00000177611_///_RP11-462G12.1
207717_s_at,PKP2
228186_s_at,RSPO3
241762_at,FBXO32
210065_s_at,UPK1B
204602_at,DKK1
232636_at,SLITRK4
206104_at,ISL1
226865_at,LOC100509635
235638_at,RASSF6
207704_s_at,GAS7
213169_at,SEMA5A
229964_at,C9orf152
238419_at,PHLDB2
209505_at,NR2F1
221530_s_at,BHLHE41
210990_s_at,LAMA4
230093_at,RSPH1
210650_s_at,PCLO
1558930_at,LINC00460
219987_at,ERVMER34-1
1564220_a_at,LOC100506465
228720_at,SORCS2
219759_at,ERAP2
229427_at,SEMA5A
1562821_a_at,DSCAM-AS1
1554966_a_at,FILIP1L
206346_at,PRLR
236451_at,LOC100996579
203954_x_at,CLDN3
1564479_a_at,---
204880_at,MGMT
228302_x_at,CAMK2N1
1563357_at,---
205960_at,PDK4
204388_s_at,MAOA
219778_at,ZFPM2
209946_at,VEGFC
207329_at,MMP8
202242_at,TSPAN7
214023_x_at,TUBB2B
226632_at,CYGB
203887_s_at,THBD
205768_s_at,SLC27A2
219355_at,CXorf57
210089_s_at,LAMA4
228360_at,LYPD6B
229625_at,GBP5
211990_at,HLA-DPA1
209443_at,SERPINA5
221211_s_at,MAP3K7CL
1555812_a_at,ARHGDIB
219255_x_at,IL17RB
1555962_at,B3GNT7
205830_at,CLGN
213075_at,OLFML2A
220425_x_at,ROPN1B
213712_at,ELOVL2
227850_x_at,CDC42EP5
213293_s_at,TRIM22
1555759_a_at,CCL5
219388_at,GRHL2
220102_at,FOXL2
228956_at,UGT8
219885_at,SLFN12
243864_at,CCDC80
227655_at,LOC100505806
242276_at,---
1558217_at,SLFN13
227760_at,IGFBPL1
229779_at,COL4A4
219993_at,SOX17
242070_at,LOC728485
228370_at,LOC100506948_///_SNORD107_///_SNORD115-13_///_SNORD115-26_///_SNORD115-7_///_SNORD116-28
207337_at,CTAG2
208965_s_at,IFI16
242625_at,RSAD2
227985_at,LOC100506098
212841_s_at,PPFIBP2
240173_at,---
236117_at,---
1555963_x_at,B3GNT7
202998_s_at,LOXL2
225285_at,BCAT1
1554887_at,OTTHUMG00000157105_///_RP11-132A1.4
204298_s_at,LOX
214469_at,HIST1H2AB_///_HIST1H2AE
214390_s_at,BCAT1
238512_at,---
223722_at,DNAJC12
244552_at,ZNF788
206626_x_at,SSX1
212077_at,CALD1
226931_at,TMTC1
202948_at,IL1R1
204734_at,KRT15
205157_s_at,JUP_///_KRT17
205001_s_at,DDX3Y
240349_at,PRKAA2
207723_s_at,KLRC3
242135_at,LOC100289097_///_LOC100653166_///_LOC100996779_///_LOC101060493_///_LOC642236
209183_s_at,C10orf10
205153_s_at,CD40
237737_at,BX571672.2_///_OTTHUMG00000013472
219054_at,NPR3
213436_at,CNR1
212385_at,TCF4
230508_at,DKK3
235144_at,RASEF
201860_s_at,PLAT
237411_at,ADAMTS6
227940_at,LOC339803
200986_at,SERPING1
214761_at,ZNF423
206584_at,LY96
214829_at,AASS
203561_at,FCGR2A
204271_s_at,EDNRB
219213_at,JAM2
212843_at,NCAM1
213725_x_at,XYLT1
238750_at,CCL28
1556138_a_at,---
202889_x_at,MAP7
219288_at,C3orf14
216470_x_at,PRSS2
235570_at,RBMS3
207379_at,EDIL3
204836_at,GLDC
204072_s_at,FRY
209460_at,ABAT
202685_s_at,AXL
228176_at,S1PR3
1558280_s_at,ARHGAP29
225540_at,MAP2
1555355_a_at,ETS1
214452_at,BCAT1
213891_s_at,TCF4
223204_at,FAM198B
205206_at,KAL1
226803_at,CHMP4C
209641_s_at,ABCC3
218694_at,ARMCX1
226069_at,PRICKLE1
221885_at,DENND2A
210004_at,OLR1
218180_s_at,EPS8L2
219508_at,GCNT3
228489_at,TM4SF18
228218_at,LSAMP
235247_at,---
219282_s_at,TRPV2
238332_at,ANKRD29
1554867_a_at,PRR16
227952_at,ZNF595
229534_at,ACOT4
210664_s_at,TFPI
223374_s_at,B3GALNT1
205850_s_at,GABRB3
204200_s_at,PDGFB
206033_s_at,DSC3
205381_at,LRRC17
202766_s_at,FBN1
209606_at,CYTIP
1568765_at,SERPINE1
203753_at,TCF4
238865_at,PABPC4L
231040_at,---
213423_x_at,TUSC3
208966_x_at,IFI16
229391_s_at,FAM26F
218223_s_at,PLEKHO1
206071_s_at,EPHA3
219271_at,GALNT14
204272_at,LGALS4
202270_at,GBP1
202663_at,WIPF1
236279_at,---
220771_at,LINC00328
209619_at,CD74
240815_at,---
226403_at,TMC4
206029_at,ANKRD1
203069_at,SV2A
241198_s_at,C11orf70
236634_at,C8orf48
203813_s_at,SLIT3
204885_s_at,MSLN
242871_at,PAQR5
205268_s_at,ADD2
204679_at,KCNK1
204058_at,ME1
235318_at,FBN1
228461_at,SH3RF3
217564_s_at,CPS1
228167_at,KLHL6
210692_s_at,SLC43A3
201137_s_at,HLA-DPB1
212387_at,TCF4
225165_at,PPP1R1B
210298_x_at,FHL1
1552626_a_at,TMEM163
238964_at,FIGN
206463_s_at,DHRS2
244579_at,---
226420_at,MECOM
202555_s_at,MYLK
213371_at,LDB3
211795_s_at,FYB
223949_at,TMPRSS3
226189_at,ITGB8
204421_s_at,FGF2
235368_at,ADAMTS5
231361_at,NLGN1
205632_s_at,PIP5K1B
203498_at,RCAN2
243362_s_at,LEF1-AS1
1553027_a_at,KLHL4
226142_at,GLIPR1
213931_at,ID2_///_ID2B
229555_at,GALNT5
213268_at,CAMTA1
205880_at,PRKD1
211812_s_at,B3GALNT1
213040_s_at,NPTXR
223646_s_at,TXLNG2P
219197_s_at,SCUBE2
222290_at,OR2A20P_///_OR2A9P
202664_at,WIPF1
204932_at,TNFRSF11B
211737_x_at,PTN
210085_s_at,ANXA9
202357_s_at,CFB
203817_at,GUCY1B3
204972_at,OAS2
226911_at,EGFLAM
208850_s_at,THY1
1553938_a_at,STK32A
202498_s_at,SLC2A3
236840_at,C12orf56
219230_at,TMEM100
214868_at,PIWIL1
210299_s_at,FHL1
218445_at,H2AFY2
230372_at,HAS2
238498_at,OTTHUMG00000175943_///_RP3-406A7.7
210447_at,GLUD2
242350_s_at,ST8SIA6-AS1
213241_at,PLXNC1
220233_at,FBXO17
210394_x_at,SSX4_///_SSX4B
228988_at,ZNF711
221658_s_at,IL21R
232060_at,ROR1
226997_at,ADAMTS12
209324_s_at,RGS16
203408_s_at,SATB1
223232_s_at,CGN
235518_at,SLC8A1
224048_at,USP44
218261_at,AP1M2
203963_at,CA12
206670_s_at,GAD1
239202_at,RAB3B
223551_at,PKIB
203691_at,PI3
219578_s_at,CPEB1
205234_at,SLC16A4
222932_at,EHF
214414_x_at,HBA1_///_HBA2
234303_s_at,GPR85
243805_at,CCBE1
230464_at,S1PR5
228333_at,ZEB2
230130_at,SLIT2
221584_s_at,KCNMA1
208209_s_at,C4BPB
235292_at,FLJ32255
202597_at,IRF6
205225_at,ESR1
210786_s_at,FLI1
211124_s_at,KITLG
212444_at,GPRC5A
203961_at,NEBL
1552477_a_at,IRF6
230682_x_at,ABCC3
239994_at,---
205613_at,SYT17
202800_at,SLC1A3
221959_at,FAM110B
204678_s_at,KCNK1
213273_at,TENM4
201042_at,TGM2
201069_at,MMP2
205330_at,MN1
1554273_a_at,ERAP2
223821_s_at,SUSD4
213484_at,---
238520_at,TRERF1
227486_at,NT5E
209387_s_at,TM4SF1
205239_at,AREG_///_AREGB
227910_at,XPNPEP3
227233_at,TSPAN2
215440_s_at,BEX4
205083_at,AOX1
204470_at,CXCL1
204560_at,FKBP5
227522_at,CMBL
229686_at,P2RY8
240161_s_at,CDC20B
213992_at,COL4A6
219140_s_at,RBP4
232884_s_at,ZNF853
226905_at,FAM101B
212654_at,TPM2
241871_at,CAMK4
218976_at,DNAJC12
207414_s_at,LOC100507472_///_PCSK6
206042_x_at,PAR-SN_///_SNORD107_///_SNRPN_///_SNURF
202499_s_at,SLC2A3
210944_s_at,CAPN3
202465_at,PCOLCE
209652_s_at,PGF
207923_x_at,PAX8
205453_at,HOXB2
231513_at,---
215307_at,ZNF529
210872_x_at,GAS7
212937_s_at,COL6A1
229963_at,BEX5
205306_x_at,KMO
221210_s_at,NPL
205499_at,SRPX2
1554443_s_at,BEST1
205290_s_at,BMP2
220565_at,CCR10
209621_s_at,PDLIM3
204205_at,APOBEC3G
205623_at,ALDH3A1
208791_at,CLU
203382_s_at,APOE
209070_s_at,RGS5
224458_at,TMEM246
228617_at,XAF1
236657_at,LOC100288911
1553171_x_at,LRRN4
220177_s_at,TMPRSS3
214841_at,CNIH3
201983_s_at,EGFR
206765_at,KCNJ2
209369_at,ANXA3
213338_at,TMEM158
202075_s_at,PLTP
226086_at,SYT13
227236_at,TSPAN2
204135_at,FILIP1L
231725_at,PCDHB2
204955_at,SRPX
228843_at,ARL10
225871_at,STEAP2
210095_s_at,IGFBP3
204964_s_at,SSPN
235619_at,ASB4
231283_at,MGAT4A
219274_at,TSPAN12
224027_at,CCL28
243824_at,LOC100996870
205938_at,PPM1E
213823_at,HOXA11
210136_at,MBP
222073_at,COL4A3
223779_at,AFAP1-AS1
206232_s_at,B4GALT6
1569322_at,LINC00857
209771_x_at,CD24
214604_at,HOXD11
226051_at,SELM
203407_at,PPL
235301_at,KIAA1324L
202902_s_at,CTSS
232523_at,MEGF10
202686_s_at,AXL
214642_x_at,MAGEA10-MAGEA5_///_MAGEA5
213150_at,HOXA10
210948_s_at,LEF1
207761_s_at,METTL7A
201809_s_at,ENG
208530_s_at,RARB
204567_s_at,ABCG1
225511_at,GPRC5B
201279_s_at,DAB2
204222_s_at,GLIPR1
226811_at,FAM46C
205700_at,HSD17B6
202828_s_at,MMP14
206645_s_at,NR0B1
208358_s_at,UGT8
223616_at,ZNF649
206219_s_at,VAV1
211057_at,ROR1
224822_at,DLC1
201508_at,IGFBP4
233737_s_at,LOC284561
209101_at,CTGF
204620_s_at,VCAN
229223_at,OTTHUMG00000177997_///_RP11-96D1.11
219471_at,KIAA0226L
57588_at,SLC24A3
1555724_s_at,TAGLN
217626_at,AKR1C1
207623_at,ABCF2
202728_s_at,LTBP1
224482_s_at,RAB11FIP4
1562736_at,LHX9
205479_s_at,PLAU
236098_at,SMIM6
211302_s_at,PDE4B
1560573_at,LINC00944
205366_s_at,HOXB6
235549_at,RNF144B
219093_at,PID1
211506_s_at,IL8
202935_s_at,SOX9
229004_at,ADAMTS15
222803_at,PRTFDC1
203799_at,CD302_///_LY75-CD302
205829_at,HSD17B1
225380_at,PKDCC
209283_at,CRYAB
228214_at,SOX6
227253_at,CP
229942_at,BNC2
215695_s_at,GYG2
204612_at,PKIA
213362_at,PTPRD
234307_s_at,KIF26A
225710_at,GNB4
222877_at,---
219956_at,GALNT6
238956_at,EFNA2
212358_at,CLIP3
223633_s_at,---
226459_at,PIK3AP1
242629_at,RAB3B
244455_at,KCNT2
218922_s_at,CERS4
210654_at,TNFRSF10D
226869_at,MEGF6
204751_x_at,DSC2
233328_x_at,SLC17A9
208893_s_at,DUSP6
205009_at,TFF1
223449_at,SEMA6A
230788_at,GCNT2
1553243_at,ITIH5
235334_at,ST6GALNAC3
213010_at,PRKCDBP
204584_at,L1CAM
1553995_a_at,NT5E
243755_at,PRLR
202037_s_at,SFRP1
206557_at,ZNF702P
212646_at,RFTN1
204621_s_at,NR4A2
222453_at,CYBRD1
222855_s_at,TRPV2
221581_s_at,LAT2
225784_s_at,ZC4H2
236044_at,PPAPDC1A
220245_at,SLC45A2
1568817_at,---
226281_at,DNER
1556012_at,KLHDC7A
1558066_s_at,TBC1D16
205899_at,CCNA1
227919_at,UCA1
227933_at,LINGO1
229070_at,ADTRP
218451_at,CDCP1
214823_at,ZNF204P
60474_at,FERMT1
219594_at,NINJ2
209908_s_at,TGFB2
205470_s_at,KLK11
230109_at,PDE7B
223503_at,TMEM163
212013_at,PXDN
242481_at,---
222379_at,KCNE4
223681_s_at,INADL
235019_at,CPM
238962_at,ZNF681
239155_at,CXADR
216331_at,ITGA7
204268_at,S100A2
212764_at,LOC100996668_///_ZEB1
214308_s_at,HGD
208608_s_at,SNTB1
208190_s_at,LSR
206757_at,PDE5A
1554834_a_at,RASSF5
229599_at,LOC440335
219580_s_at,TMC5
214131_at,TXLNG2P
204638_at,ACP5
207091_at,P2RX7
225459_at,AMOTL1
215807_s_at,PLXNB1
227480_at,SUSD2
39248_at,AQP3
224032_x_at,SPANXA1_///_SPANXA2
225895_at,SYNPO2
215447_at,---
230664_at,H2BFXP
206300_s_at,PTHLH
204301_at,KBTBD11
204503_at,EVPL
243154_at,---
206154_at,RLBP1
210762_s_at,DLC1
203662_s_at,TMOD1
1570153_at,CCDC169
1558404_at,LINC00622
232752_at,LOXL1-AS1
211653_x_at,AKR1C2_///_LOC101060798
1555579_s_at,PTPRM
221748_s_at,TNS1
230003_at,SLC16A7
204462_s_at,SLC16A2
225619_at,SLAIN1
218687_s_at,MUC13
204765_at,ARHGEF5_///_LOC101060316
204417_at,GALC
211668_s_at,PLAU
1555867_at,GNG4
211670_x_at,SSX3
1553705_a_at,CHRM3
226682_at,RORA
228564_at,LOC375295
229404_at,TWIST2
231849_at,KRT80
219132_at,PELI2
208651_x_at,CD24
228570_at,BTBD11
225163_at,FRMD4A
235046_at,INPP4B
205597_at,SLC44A4
202497_x_at,SLC2A3
205016_at,TGFA
205876_at,LIFR
205159_at,CSF2RB
204487_s_at,KCNQ1
229842_at,ELF3
205226_at,PDGFRL
212415_at,6-Sep
226587_at,LOC100506965
219298_at,ECHDC3
235146_at,TMCC3
209569_x_at,NSG1
205342_s_at,SULT1C2
226932_at,SSPN
224762_at,SERINC2
224937_at,PTGFRN
222847_s_at,EGLN3
219404_at,EPS8L3
209732_at,CLEC2B
240392_at,OTTHUMG00000177568_///_RP11-334C17.5
205517_at,GATA4
218718_at,PDGFC
200799_at,HSPA1A_///_HSPA1B
211958_at,IGFBP5
206857_s_at,FKBP1B
213245_at,ADCY1
227838_at,UNC5C
212560_at,SORL1
230670_at,IGSF10
226899_at,UNC5B
228865_at,C1orf116
205185_at,SPINK5
237324_s_at,HKDC1
238755_at,RASSF10
204160_s_at,ENPP4
1559462_at,---
230720_at,RNF182
206582_s_at,GPR56
204852_s_at,PTPN7
219973_at,ARSJ
230112_at,4-Mar
226702_at,CMPK2
202436_s_at,CYP1B1
222196_at,LOC389906
205609_at,ANGPT1
219789_at,NPR3
207214_at,SPINK4
204467_s_at,SNCA
206595_at,CST6
202901_x_at,CTSS
228441_s_at,OTTHUMG00000161676_///_RP11-164P12.5
211485_s_at,FGF18
202546_at,VAMP8
227703_s_at,SYTL4
211657_at,CEACAM6
226225_at,MCC
210875_s_at,LOC100996668_///_ZEB1
211286_x_at,CSF2RA
218332_at,BEX1
220585_at,HKDC1
243880_at,GOSR2
211964_at,COL4A2
222833_at,LPCAT2
204044_at,QPRT
203726_s_at,LAMA3
212091_s_at,COL6A1
243974_at,OTTHUMG00000184053_///_RP3-331H24.6
228882_at,TUB
1558502_s_at,DNM3
224191_x_at,ROPN1
204465_s_at,INA
209590_at,BMP7
205923_at,RELN
238668_at,---
209355_s_at,PPAP2B
203562_at,FEZ1
1555638_a_at,SAMSN1
213924_at,GNAL
235836_at,MXRA7
230258_at,GLIS3
209596_at,MXRA5
231067_s_at,AKAP12
211425_x_at,SSX4_///_SSX4B
229292_at,EPB41L5
212325_at,LIMCH1
229053_at,SYT17
226955_at,AFAP1L1
218865_at,1-Mar
1552703_s_at,CARD16_///_CASP1
216568_x_at,---
227344_at,IKZF1
235723_at,BNC2
1554007_at,---
211980_at,COL4A1
230784_at,PRAC
203895_at,PLCB4
213059_at,CREB3L1
211549_s_at,HPGD
205376_at,INPP4B
231265_at,COX7B2
209708_at,MOXD1
212912_at,RPS6KA2
1559361_at,MACC1
224329_s_at,CNFN
204698_at,ISG20
204161_s_at,ENPP4
209343_at,EFHD1
238017_at,SDR16C5
205216_s_at,APOH
206404_at,FGF9
219368_at,NAP1L2
214295_at,KIAA0485
212187_x_at,PTGDS
205933_at,SETBP1
211434_s_at,CCRL2
1554334_a_at,DNAJA4
228143_at,CP
204083_s_at,TPM2
215395_x_at,PRSS2
208782_at,FSTL1
205442_at,MFAP3L
244779_at,ZDHHC2
227478_at,SETBP1
235086_at,THBS1
228563_at,GJC1
230903_s_at,TDRP
244532_x_at,---
205364_at,ACOX2
219523_s_at,TENM3
224823_at,MYLK
229724_at,GABRB3
227341_at,BEND7
234730_s_at,RIPK4
235213_at,ITPKB
236201_at,---
227875_at,KLHL13
219602_s_at,PIEZO2
244042_x_at,---
212776_s_at,OBSL1
209684_at,RIN2
209879_at,SELPLG
209598_at,PNMA2
213802_at,PRSS12
201792_at,AEBP1
203939_at,NT5E
229667_s_at,HOXB8
239752_at,---
209168_at,GPM6B
222108_at,AMIGO2
202827_s_at,MMP14
226789_at,EMB
205954_at,RXRG
214577_at,MAP1B
241404_at,---
205870_at,BDKRB2
1552573_s_at,MIPOL1
231728_at,CAPS
214639_s_at,HOXA1
226186_at,TMOD2
215767_at,ZNF804A
238969_at,C3orf55
218831_s_at,FCGRT
238805_at,C11orf52_///_HSPB2_///_HSPB2-C11orf52
218928_s_at,SLC37A1
228776_at,GJC1
227226_at,MRAP2
205872_x_at,LOC101060353_///_PDE4DIP
213106_at,ATP8A1
228422_at,LHFPL4
228062_at,NAP1L5
215543_s_at,LARGE
203028_s_at,CYBA
242488_at,CHRM3
224218_s_at,TRPS1
212192_at,KCTD12
205303_at,KCNJ8
202267_at,LAMC2
238067_at,TBC1D8B
235871_at,LIPH
